"lineage","country_count"
"B.1.177.74","['(Switzerland,2)', '(Spain,25)', '(Netherlands,24)', '(United Kingdom,7)', '(Belgium,1)', '(Greece,1)']"
"B.1.177.75","['(Spain,9)', '(South Korea,1)', '(Switzerland,27)', '(Bulgaria,9)', '(Luxembourg,1)', '(Belgium,1)', '(United Kingdom,19)', '(Iceland,1)', '(Austria,4)', '(Serbia,1)', '(Denmark,6)', '(Kosovo,1)', '(Italy,593)', '(USA,1)', '(Germany,247)', '(France,1)']"
"B.1.177.76","['(Denmark,364)', '(Norway,1)', '(Spain,18)', '(Italy,2)', '(Sweden,13)', '(France,2)', '(Switzerland,1)']"
"B.1.177.77","['(Luxembourg,167)', '(Norway,1)', '(Canada,2)', '(Denmark,255)', '(Sweden,71)', '(Malaysia,1)', '(United Kingdom,28)', '(Thailand,2)', '(Singapore,1)', '(Austria,4)', '(Switzerland,66)', '(Belgium,346)', '(Portugal,5)', '(Netherlands,141)', '(Turkey,1)', '(France,25)', '(Italy,5)', '(New Zealand,1)', '(Germany,174)', '(Spain,4)', '(Morocco,2)']"
"B.1.177.78","['(Germany,3)', '(France,94)']"
"B.1.177.79","['(Norway,28)', '(United Kingdom,2)', '(Belgium,1)', '(Lithuania,667)', '(Sweden,43)', '(Spain,3)', '(Germany,4)', '(Denmark,123)', '(Italy,1)', '(Estonia,39)', '(Ireland,2)', '(Finland,9)', '(Latvia,493)']"
"B.1.177.8","['(Ireland,1)', '(Japan,1)', '(Poland,6)', '(Belgium,5)', '(Czech Republic,5)', '(Denmark,5)', '(United Kingdom,1239)', '(Sweden,1)', '(Iceland,2)', '(Spain,2)']"
"B.1.177.80","['(Norway,99)', '(Sweden,255)', '(Denmark,79)', '(Iceland,1)', '(Iraq,1)', '(Switzerland,2)']"
"B.1.177.81","['(Poland,3)', '(Finland,1)', '(Italy,37)', '(Iceland,1)', '(Croatia,2)', '(Reunion,1)', '(Denmark,208)', '(British Virgin Islands,1)', '(United Kingdom,318)', '(Aruba,7)', '(India,1)', '(Mayotte,1)', '(Sweden,20)', '(Ireland,1)', '(Netherlands,1322)', '(Ghana,1)', '(Austria,62)', '(Portugal,19)', '(Germany,1806)', '(Switzerland,127)', '(Singapore,1)', '(Latvia,2)', '(North Macedonia,1)', '(France,166)', '(Taiwan,2)', '(Bonaire,1)', '(Luxembourg,45)', '(Norway,16)', '(New Zealand,2)', '(Spain,55)', '(Belgium,136)']"
"B.1.177.82","['(Norway,51)', '(Italy,1)', '(Portugal,1)', '(Croatia,8)', '(Lithuania,3)', '(Greece,1)', '(Switzerland,4)', '(Luxembourg,1)', '(Spain,1)', '(USA,1)', '(Finland,23)', '(United Kingdom,220)', '(Denmark,218)', '(Sweden,1177)', '(Netherlands,7)', '(Gibraltar,4)', '(Germany,4)']"
"B.1.177.83","['(Croatia,69)', '(Germany,90)', '(Slovenia,4)', '(Turkey,2)', '(Italy,414)', '(Denmark,3)', '(Sweden,8)', '(Gibraltar,1)', '(Netherlands,9)', '(United Kingdom,7)', '(Switzerland,6)', '(Luxembourg,2)']"
"B.1.177.84","['(Italy,4)', '(United Kingdom,140)', '(Switzerland,1)', '(Denmark,1)', '(Spain,1)']"
"B.1.177.85","['(Switzerland,33)', '(Spain,1)', '(United Kingdom,2)', '(Portugal,108)', '(France,8)', '(Luxembourg,24)']"
"B.1.177.86","['(Italy,4)', '(Belgium,3)', '(Finland,2)', '(Turkey,21)', '(Iceland,4)', '(Bulgaria,7)', '(United Kingdom,21)', '(Japan,1)', '(Netherlands,11)', '(Australia,1)', '(Slovakia,1)', '(Ireland,2)', '(Bosnia and Herzegovina,1)', '(France,2)', '(Croatia,7)', '(USA,19)', '(Poland,16)', '(Spain,1)', '(Sweden,861)', '(Ghana,1)', '(Austria,29)', '(Denmark,1603)', '(Luxembourg,2)', '(Bangladesh,2)', '(Greece,1)', '(Canada,9)', '(New Zealand,1)', '(Czech Republic,2)', '(Germany,2592)', '(Norway,6)', '(Switzerland,39)']"
"B.1.177.87","['(Gibraltar,7)', '(Hong Kong,2)', '(Romania,1)', '(Germany,22)', '(Switzerland,6)', '(Australia,1)', '(New Zealand,1)', '(Bermuda,1)', '(Denmark,8)', '(India,1)', '(Spain,2)', '(France,19)', '(Canada,10)', '(United Kingdom,1177)', '(Norway,2)', '(Italy,3)']"
"B.1.177.88","['(Italy,82)']"
"B.1.177.89","['(Switzerland,44)']"
"B.1.177.9","['(Spain,1)', '(Germany,3)', '(France,2)', '(United Kingdom,679)']"
"B.1.178","['(Gabon,1)', '(France,6)', '(Malaysia,1)', '(South Africa,1)', '(Germany,1)', '(Democratic Republic of the Congo,15)', '(Hong Kong,1)']"
"B.1.179","['(Mexico,1)', '(Faroe Islands,1)', '(Germany,4)', '(United Kingdom,11)', '(Kenya,2)', '(India,1)', '(Denmark,210)', '(USA,7)', '(Philippines,10)', '(Italy,2)']"
"B.1.1.8","['(Germany,2)', '(USA,54)', '(Australia,6)', '(Mexico,2)', '(Turkey,1)', '(Japan,1)', '(Russia,1)', '(Singapore,3)', '(United Kingdom,189)', '(Gambia,1)', '(Poland,2)', '(India,15)']"
"B.1.180","['(United Kingdom,2)', '(Switzerland,1)', '(USA,1)', '(Romania,16)']"
"B.1.181","['(USA,47)']"
"B.1.182","['(Spain,135)', '(United Kingdom,1)', '(USA,2)']"
"B.1.1.82","['(Germany,1)', '(Japan,2)', '(United Kingdom,25)']"
"B.1.1.83","['(Croatia,1)', '(India,2)', '(United Kingdom,310)', '(USA,11)', '(Switzerland,2)', '(Russia,4)', '(Belgium,2)', '(Indonesia,1)', '(Portugal,1)', '(Germany,18)', '(Hong Kong,3)', '(Philippines,1)', '(Italy,2)']"
"B.1.184","['(India,16)']"
"B.1.1.84","['(South Africa,11)']"
"B.1.1.86","['(United Kingdom,26)']"
"B.1.187","['(Poland,29)']"
"B.1.1.87","['(Greece,1)', '(Hungary,15)']"
"B.1.188","['(USA,51)']"
"B.1.1.88","['(Portugal,16)', '(United Kingdom,1)', '(Turkey,1)', '(Philippines,1)']"
"B.1.189","['(USA,103)', '(Australia,1)', '(Aruba,1)', '(United Kingdom,1)', '(Mexico,56)', '(Guatemala,1)']"
"B.1.1.89","['(Hong Kong,2)', '(Russia,1)', '(Japan,2)', '(New Zealand,3)', '(Israel,1)', '(Singapore,1)', '(Philippines,2)', '(Australia,5)', '(Estonia,1)', '(USA,5)', '(United Kingdom,132)', '(Greece,1)', '(Germany,1)', '(Turkey,1)', '(Slovenia,1)', '(Spain,1)', '(Bangladesh,1)']"
"B.1.190","['(Belgium,1)', '(United Kingdom,2)', '(USA,4)', '(Mexico,1)', '(Iceland,1)', '(Netherlands,90)']"
"B.1.1.90","['(Denmark,2)', '(Sweden,6)']"
"B.1.1.91","['(Sweden,5)']"
"B.1.192","['(Equatorial Guinea,107)', '(USA,1)']"
"B.1.1.92","['(United Kingdom,30)']"
"B.1.1.93","['(USA,33)', '(Mexico,1)']"
"B.1.194","['(USA,25)']"
"B.1.195","['(Uruguay,25)', '(Brazil,65)', '(United Kingdom,9)', '(Indonesia,1)', '(Oman,2)', '(Japan,1)', '(Egypt,11)', '(Netherlands,1)', '(United Arab Emirates,39)', '(Colombia,6)', '(India,29)', '(South Korea,1)', '(USA,1)']"
"B.1.1.95","['(United Kingdom,41)', '(Indonesia,2)']"
"B.1.1.97","['(USA,1)', '(Germany,1)', '(United Kingdom,34)', '(India,1)']"
"B.1.198","['(United Kingdom,14)', '(USA,1)']"
"B.1.1.98","['(USA,48)', '(Ghana,1)', '(Russia,2)', '(Germany,1)']"
"B.1.199","['(United Kingdom,1)', '(Israel,8)', '(Denmark,2)', '(Chile,1)', '(Bahrain,1)', '(Canada,1)', '(Spain,2)', '(France,1)', '(USA,168)']"
"B.1.1.99","['(USA,3)', '(Russia,1)', '(South Africa,21)', '(Germany,1)', '(Chile,2)', '(Turkey,2)', '(Zambia,2)', '(United Kingdom,2)']"
"B.12","['(Japan,148)', '(Malaysia,2)']"
"B.1.2","['(Honduras,1)', '(Israel,31)', '(Guyana,1)', '(Norway,17)', '(British Virgin Islands,1)', '(Ghana,2)', '(Latvia,1)', '(Finland,11)', '(Aruba,44)', '(Guadeloupe,17)', '(Angola,3)', '(Austria,7)', '(Thailand,4)', '(Argentina,2)', '(Singapore,7)', '(Iceland,7)', '(Brazil,2)', '(Belgium,7)', '(Chile,4)', '(El Salvador,1)', '(Cyprus,16)', '(Greece,3)', '(Bulgaria,4)', '(Sint Maarten,44)', '(New Zealand,19)', '(Indonesia,1)', '(Antigua and Barbuda,1)', '(Bermuda,2)', '(Curacao,2)', '(India,9)', '(USA,85323)', '(United Arab Emirates,1)', '(South Korea,44)', '(Costa Rica,11)', '(Luxembourg,2)', '(Guam,8)', '(Portugal,16)', '(Bolivia,1)', '(Rwanda,2)', '(Sweden,15)', '(Japan,90)', '(Cameroon,8)', '(Ecuador,8)', '(France,11)', '(Philippines,13)', '(Poland,38)', '(Turkey,1)', '(Slovenia,11)', '(Canada,1841)', '(Serbia,1)', '(Peru,5)', '(Czech Republic,1)', '(Italy,3)', '(Antigua,1)', '(Northern Mariana Islands,16)', '(Hong Kong,10)', '(Qatar,6)', '(Australia,60)', '(Jordan,1)', '(Netherlands,6)', '(Croatia,3)', '(Bahamas,2)', '(Senegal,2)', '(Mexico,160)', '(Equatorial Guinea,1)', '(Germany,140)', '(Taiwan,8)', '(United Kingdom,78)', '(Denmark,96)', '(Spain,11)', '(Switzerland,41)', '(Grenada,2)', '(Colombia,3)']"
"B.1.201","['(United Kingdom,164)', '(Egypt,2)', '(Australia,1)', '(Portugal,1)', '(USA,1)', '(Mexico,1)', '(Luxembourg,1)']"
"B.1.203","['(USA,1)', '(Panama,3)', '(Canada,1)', '(Costa Rica,9)']"
"B.1.205","['(Israel,1)', '(Peru,38)']"
"B.1.206","['(Turkey,1)', '(Germany,1)', '(USA,960)', '(South Korea,1)', '(Uganda,1)', '(India,1)']"
"B.1.208","['(India,1)', '(USA,13)', '(France,19)', '(United Kingdom,3)']"
"B.1.210","['(Japan,11)', '(Singapore,1)', '(Myanmar,1)', '(Iran,1)', '(South Korea,1)', '(Norway,2)', '(United Arab Emirates,1)', '(India,349)', '(Australia,5)', '(Luxembourg,2)', '(United Kingdom,10)', '(Hong Kong,4)', '(Canada,1)', '(USA,1)', '(Bangladesh,1)']"
"B.1.211","['(France,6)', '(Belgium,11)', '(Luxembourg,17)', '(USA,1)']"
"B.1.212","['(Argentina,4)', '(France,3)', '(Belgium,1)', '(Germany,3)', '(USA,1)', '(Brazil,31)']"
"B.1.213","['(Switzerland,2)', '(Greece,1)', '(Iceland,3)', '(Germany,6)', '(Denmark,3)', '(Austria,1)', '(Poland,33)', '(Luxembourg,5)', '(United Kingdom,4)']"
"B.1.214","['(France,3)', '(New Zealand,1)', '(Belgium,5)', '(Republic of the Congo,5)', '(South Korea,2)', '(Democratic Republic of the Congo,37)', '(USA,1)', '(Switzerland,15)', '(Panama,2)', '(Uganda,8)', '(Denmark,1)']"
"B.1.214.1","['(Angola,1)', '(Republic of the Congo,32)', '(Cameroon,1)', '(France,8)', '(South Korea,1)']"
"B.1.214.2","['(Belgium,627)', '(Portugal,10)', '(Senegal,1)', '(Germany,19)', '(United Kingdom,18)', '(Republic of the Congo,41)', '(Netherlands,5)', '(Denmark,3)', '(Togo,1)', '(Switzerland,220)', '(India,1)', '(France,210)', '(Ireland,9)', '(Indonesia,29)', '(Rwanda,3)', '(USA,92)', '(Malaysia,1)']"
"B.1.214.3","['(Germany,2)', '(France,23)', '(Luxembourg,1)', '(Belgium,39)', '(Mayotte,9)', '(Spain,4)', '(USA,1)', '(Portugal,2)', '(Cameroon,2)', '(United Kingdom,1)', '(Switzerland,20)', '(Angola,3)']"
"B.1.214.4","['(Denmark,110)']"
"B.1.215","['(United Kingdom,107)', '(USA,3)']"
"B.1.218","['(Netherlands,2)', '(Turkey,25)', '(Hungary,1)', '(USA,2)', '(Germany,18)', '(United Kingdom,32)', '(Switzerland,14)', '(Norway,1)', '(Denmark,94)', '(Austria,1)']"
"B.1.219","['(Canada,1)', '(Netherlands,2)', '(China,1)', '(Belgium,2)', '(France,5)', '(Denmark,1)', '(Suriname,60)']"
"B.1.22","['(Slovenia,1)', '(New Zealand,1)', '(Lithuania,2)', '(Indonesia,1)', '(Canada,10)', '(Austria,6)', '(Greece,1)', '(Denmark,8)', '(Belgium,8)', '(Japan,1)', '(Bosnia and Herzegovina,1)', '(Netherlands,681)', '(Nigeria,3)', '(Australia,10)', '(Czech Republic,1)', '(Hungary,11)', '(Germany,33)', '(Singapore,1)', '(Finland,1)', '(Brazil,1)', '(USA,2)', '(Portugal,2)', '(United Kingdom,20)']"
"B.1.220","['(Oman,1)', '(Argentina,1)', '(Canada,2)', '(Haiti,1)', '(Germany,1)', '(Reunion,2)', '(Switzerland,1)', '(Japan,1)', '(Ghana,1)', '(Turkey,1)', '(Netherlands,44)', '(France,11)', '(United Kingdom,21)']"
"B.1.221","['(Switzerland,1068)', '(Gibraltar,5)', '(Australia,7)', '(Germany,2190)', '(Japan,2)', '(Ireland,3)', '(Costa Rica,1)', '(Turkey,16)', '(Serbia,3)', '(India,2)', '(Faroe Islands,1)', '(Belgium,1422)', '(Czech Republic,51)', '(United Kingdom,488)', '(USA,41)', '(Panama,15)', '(Israel,3)', '(Curacao,4)', '(Republic of the Congo,2)', '(Norway,129)', '(Latvia,2)', '(Austria,25)', '(Luxembourg,681)', '(Denmark,1785)', '(Canada,10)', '(Senegal,1)', '(Aruba,4)', '(Bulgaria,10)', '(Portugal,42)', '(Philippines,2)', '(Sweden,1143)', '(Spain,265)', '(Finland,19)', '(Morocco,4)', '(New Zealand,4)', '(Slovakia,4)', '(Sint Maarten,1)', '(Netherlands,2652)', '(France,153)', '(Italy,70)', '(Thailand,1)', '(Lithuania,20)', '(Greece,133)', '(Poland,361)', '(Slovenia,20)', '(Croatia,16)', '(South Korea,15)', '(Hong Kong,1)', '(Estonia,79)', '(Iceland,26)', '(North Macedonia,2)', '(Reunion,1)', '(Brazil,1)']"
"B.1.22.1","['(Netherlands,2)', '(Sint Eustatius,4)', '(Curacao,26)']"
"B.1.221.1","['(Belgium,2)', '(United Kingdom,309)', '(France,3)', '(Luxembourg,1)', '(Italy,1)', '(Switzerland,1)', '(Slovenia,2)', '(Germany,3)']"
"B.1.221.2","['(Israel,8)', '(Luxembourg,2)', '(Norway,1)', '(United Kingdom,2)', '(Germany,228)']"
"B.1.221.3","['(Germany,3)', '(Switzerland,3)', '(Norway,1)', '(Denmark,1185)']"
"B.1.221.4","['(Belgium,116)', '(Germany,5)', '(Netherlands,2)', '(Poland,1)', '(Luxembourg,91)']"
"B.1.222","['(Italy,5)', '(Denmark,2)', '(Kenya,2)', '(Switzerland,6)', '(Indonesia,3)', '(Australia,1)', '(Austria,2)', '(India,6)', '(Germany,11)', '(Japan,1)', '(United Kingdom,537)']"
"B.1.223","['(Ecuador,7)', '(Singapore,1)', '(Finland,2)', '(Spain,56)', '(Canada,1)', '(Netherlands,10)', '(United Kingdom,219)', '(Poland,5)', '(USA,2)', '(Belgium,1)', '(Norway,4)']"
"B.1.224","['(Portugal,2)', '(Austria,38)']"
"B.1.225","['(Australia,1)', '(Senegal,1)', '(United Kingdom,61)', '(Italy,1)', '(Ecuador,1)']"
"B.1.227","['(Turkey,1)', '(Sweden,17)']"
"B.1.229","['(Ireland,2)', '(USA,9)', '(Switzerland,2)', '(United Kingdom,71)', '(Mexico,2)']"
"B.1.23","['(New Zealand,34)', '(Spain,1)', '(United Kingdom,2)', '(Australia,121)', '(Portugal,1)', '(Switzerland,1)']"
"B.1.231","['(Portugal,1)', '(United Kingdom,28)']"
"B.1.232","['(Ireland,7)', '(USA,1323)', '(Denmark,3)', '(Mexico,58)', '(Costa Rica,1)', '(Colombia,2)', '(Norway,1)', '(Northern Mariana Islands,1)', '(United Kingdom,80)', '(Taiwan,1)', '(Canada,3)', '(Sweden,24)']"
"B.1.233","['(Switzerland,1)', '(USA,68)']"
"B.1.234","['(USA,6168)', '(Costa Rica,6)', '(Chile,2)', '(Israel,2)', '(Cayman Islands,1)', '(India,2)', '(Brazil,2)', '(Switzerland,4)', '(Denmark,3)', '(Guam,2)', '(Canada,10)', '(United Kingdom,5)', '(Peru,2)', '(Germany,1)', '(Australia,2)', '(Bermuda,2)', '(Mexico,4)', '(Finland,1)', '(Panama,1)', '(Japan,10)', '(Spain,2)']"
"B.1.235","['(United Kingdom,385)']"
"B.1.236","['(Switzerland,193)', '(Croatia,2)', '(Netherlands,2)', '(Albania,1)', '(Slovenia,23)', '(Cyprus,7)', '(North Macedonia,3)', '(Germany,51)', '(Iceland,4)', '(Austria,4)', '(Finland,1)', '(Greece,8)', '(Kosovo,7)', '(Luxembourg,5)', '(Belgium,10)', '(Norway,17)', '(USA,2)', '(France,5)', '(Denmark,30)', '(United Kingdom,73)', '(Turkey,1)', '(Italy,373)', '(Sweden,5)']"
"B.1.237","['(South Africa,150)', '(USA,2)', '(Lesotho,1)', '(Australia,1)', '(France,1)']"
"B.1.238","['(United Kingdom,67)']"
"B.1.239","['(United Kingdom,1)', '(Mexico,11)', '(USA,480)', '(New Zealand,2)', '(Canada,6)', '(South Korea,1)']"
"B.1.240","['(Denmark,2)', '(Serbia,1)', '(Japan,2)', '(Italy,1)', '(Australia,4)', '(Canada,51)', '(Switzerland,6)', '(New Zealand,1)', '(Germany,37)', '(France,1)', '(United Kingdom,24)', '(Ecuador,1)', '(Israel,1)', '(Nigeria,1)', '(Philippines,1)', '(Greece,1)', '(Aruba,1)', '(Bahamas,8)', '(Brazil,1)', '(USA,3018)', '(Turkey,3)', '(Cameroon,2)', '(Singapore,2)']"
"B.1.240.1","['(Netherlands,3)', '(Aruba,19)', '(Canada,2)', '(Curacao,14)']"
"B.1.240.2","['(United Kingdom,32)', '(Canada,1)']"
"B.1.241","['(Australia,4)', '(Philippines,1)', '(Norway,1)', '(Guatemala,1)', '(Netherlands,1)', '(Israel,2)', '(Malaysia,5)', '(Switzerland,1)', '(Japan,3)', '(United Kingdom,1)', '(Germany,2)', '(India,4)', '(Ecuador,5)', '(Mexico,52)', '(Spain,2)', '(Belgium,1)', '(USA,904)', '(Turkey,1)', '(Russia,2)']"
"B.1.242","['(Norway,46)', '(Turkey,1)']"
"B.1.243","['(Finland,1)', '(Hong Kong,1)', '(Mexico,234)', '(Sweden,12)', '(Barbados,1)', '(Costa Rica,4)', '(Ghana,1)', '(Japan,11)', '(Philippines,2)', '(Spain,5)', '(Germany,2)', '(Guam,5)', '(Bermuda,4)', '(France,4)', '(Greece,11)', '(South Korea,6)', '(Switzerland,5)', '(Aruba,3)', '(United Kingdom,5)', '(Northern Mariana Islands,16)', '(Canada,102)', '(Latvia,1)', '(India,2)', '(Peru,1)', '(Denmark,2)', '(Colombia,2)', '(Norway,1)', '(Australia,2)', '(Iceland,1)', '(USA,10283)']"
"B.1.243.1","['(USA,24)', '(Mexico,2)']"
"B.1.245","['(Mexico,4)', '(USA,22)']"
"B.1.247","['(Argentina,1)', '(India,40)']"
"B.1.248","['(United Kingdom,33)']"
"B.1.249","['(United Kingdom,16)']"
"B.1.250","['(Singapore,2)', '(United Kingdom,65)']"
"B.1.251","['(United Kingdom,46)']"
"B.1.252","['(Canada,1)', '(Australia,5)', '(United Kingdom,145)', '(USA,4)']"
"B.1.254","['(United Kingdom,39)', '(Canada,2)']"
"B.1.256","['(United Kingdom,58)']"
"B.1.258","['(Singapore,1)', '(Italy,276)', '(Cyprus,77)', '(Portugal,10)', '(New Zealand,1)', '(Canada,18)', '(Turkey,5)', '(Bosnia and Herzegovina,7)', '(Montenegro,8)', '(France,279)', '(Latvia,8)', '(Israel,90)', '(Japan,6)', '(Sri Lanka,10)', '(Georgia,1)', '(Senegal,1)', '(Ghana,1)', '(Netherlands,313)', '(Australia,15)', '(Switzerland,751)', '(Uganda,5)', '(Romania,85)', '(Iceland,170)', '(Slovakia,120)', '(Estonia,75)', '(India,4)', '(Belgium,264)', '(Thailand,2)', '(South Korea,5)', '(Poland,284)', '(Slovenia,230)', '(Luxembourg,56)', '(Mexico,1)', '(Germany,2566)', '(Czech Republic,450)', '(North Macedonia,10)', '(Greece,66)', '(Croatia,289)', '(Sweden,788)', '(Serbia,1)', '(Lithuania,50)', '(Faroe Islands,10)', '(Bulgaria,43)', '(Philippines,3)', '(Hungary,6)', '(United Kingdom,2327)', '(Denmark,2004)', '(Hong Kong,3)', '(Finland,63)', '(Spain,174)', '(USA,46)', '(Austria,283)', '(Liechtenstein,28)', '(Brazil,1)', '(Kosovo,2)', '(Norway,239)', '(Ireland,55)']"
"B.1.258.10","['(Denmark,1)', '(United Kingdom,86)']"
"B.1.258.11","['(United Kingdom,1)', '(Italy,1)', '(Norway,1)', '(Switzerland,2)', '(Belgium,6)', '(Germany,11)', '(Denmark,2462)', '(Austria,2)', '(Iceland,1)']"
"B.1.258.12","['(United Kingdom,113)', '(Germany,3)', '(Sweden,1)', '(Czech Republic,3)', '(Finland,1)', '(Singapore,1)', '(Poland,1)', '(Denmark,1)']"
"B.1.258.14","['(Italy,439)', '(Austria,2)', '(Germany,76)', '(Japan,1)', '(Spain,11)', '(Denmark,3)', '(Czech Republic,1)', '(Bulgaria,1)', '(Estonia,1)', '(Switzerland,41)', '(Croatia,1)', '(United Kingdom,2)', '(Netherlands,5)']"
"B.1.258.15","['(Sweden,1)', '(Denmark,47)']"
"B.1.258.16","['(Austria,1)', '(Sweden,1)', '(Denmark,564)', '(Switzerland,24)', '(Iceland,1)', '(Spain,16)']"
"B.1.258.17","['(Serbia,1)', '(Slovakia,2)', '(Kosovo,1)', '(Croatia,132)', '(Russia,1)', '(Spain,1)', '(USA,7)', '(Liechtenstein,2)', '(Luxembourg,1)', '(Cyprus,1)', '(Netherlands,20)', '(France,4)', '(Hungary,3)', '(United Kingdom,7)', '(Bosnia and Herzegovina,3)', '(Denmark,39)', '(Bulgaria,6)', '(Greece,1)', '(Italy,70)', '(Poland,6)', '(Singapore,1)', '(North Macedonia,37)', '(Canada,5)', '(Belgium,20)', '(Germany,589)', '(Portugal,2)', '(Norway,3)', '(Switzerland,585)', '(Sweden,356)', '(Austria,161)', '(Slovenia,4688)']"
"B.1.258.18","['(Netherlands,10)']"
"B.1.258.19","['(Denmark,139)']"
"B.1.258.2","['(Ireland,191)', '(United Kingdom,30)', '(Norway,1)']"
"B.1.258.20","['(Belgium,11)', '(Angola,1)', '(Portugal,11)', '(United Kingdom,1)', '(Germany,2)', '(Luxembourg,26)', '(Netherlands,1)', '(India,4)']"
"B.1.258.21","['(Poland,1)', '(Netherlands,115)', '(Belgium,3)', '(Germany,2)', '(Morocco,1)', '(Mexico,1)']"
"B.1.258.22","['(Germany,1)', '(United Kingdom,1)', '(Iceland,3)', '(Sweden,306)', '(Denmark,41)']"
"B.1.258.23","['(USA,38)']"
"B.1.258.24","['(Italy,30)', '(Germany,68)']"
"B.1.258.3","['(Spain,9)', '(Czech Republic,1)', '(United Kingdom,438)', '(Germany,30)', '(Denmark,2)', '(Hong Kong,1)', '(Romania,16)', '(Netherlands,3)', '(Switzerland,1)', '(France,5)', '(Italy,1)', '(Poland,4)', '(Finland,2)', '(Portugal,2)', '(Ireland,36)', '(Norway,2)']"
"B.1.258.4","['(United Kingdom,265)']"
"B.1.258.5","['(United Kingdom,112)', '(USA,1)']"
"B.1.258.6","['(Germany,2)', '(United Kingdom,48)', '(Australia,1)']"
"B.1.258.7","['(Germany,1)', '(United Kingdom,510)', '(Switzerland,1)', '(Italy,2)']"
"B.1.258.9","['(Australia,1)', '(Denmark,199)', '(Switzerland,1)']"
"B.1.260","['(Netherlands,1)', '(India,8)', '(Switzerland,13)', '(France,1)', '(Germany,30)', '(Pakistan,1)', '(Saudi Arabia,107)', '(United Kingdom,1)', '(Turkey,2)', '(Papua New Guinea,1)', '(USA,2)', '(Australia,1)']"
"B.1.263","['(USA,1)', '(Denmark,17)']"
"B.1.264","['(Australia,1)', '(United Kingdom,1)', '(Russia,1)', '(USA,54)', '(Estonia,1)', '(Spain,1)', '(Japan,2)', '(Finland,5)', '(Denmark,2)']"
"B.1.264.1","['(Turkey,1)', '(Singapore,1)', '(Iceland,1)', '(Switzerland,1)', '(Russia,8)', '(Germany,3)', '(Austria,3)', '(Japan,1)']"
"B.1.265","['(Canada,71)', '(Rwanda,1)', '(USA,576)', '(Thailand,2)', '(Switzerland,1)', '(South Korea,1)']"
"B.1.267","['(USA,44)', '(Mexico,1)', '(Switzerland,1)']"
"B.1.268","['(USA,94)']"
"B.1.270","['(Canada,176)']"
"B.1.273","['(Cote d\'Ivoire,1)', '(Republic of the Congo,1)', '(Romania,1)', '(France,18)']"
"B.1.274","['(Cameroon,1)', '(USA,82)']"
"B.1.276","['(USA,41)', '(Italy,1)']"
"B.1.277","['(United Kingdom,11)', '(Belgium,1)', '(France,2)', '(Israel,1)', '(Republic of the Congo,1)', '(Iceland,3)', '(Portugal,13)']"
"B.1.279","['(Canada,1835)', '(United Kingdom,1)', '(USA,5)']"
"B.1.280","['(Sweden,1)', '(Iceland,9)', '(Cote d\'Ivoire,1)', '(Turkey,1)', '(Germany,1)', '(Canada,1)', '(United Kingdom,1)', '(USA,90)']"
"B.1.281","['(France,4)', '(USA,1)', '(United Kingdom,4)', '(Bahrain,35)', '(Denmark,1)']"
"B.1.282","['(United Kingdom,67)']"
"B.1.284","['(France,1)', '(United Kingdom,1)', '(Canada,1)', '(Australia,1)', '(USA,62)']"
"B.1.285","['(USA,12)']"
"B.1.287","['(USA,37)', '(Germany,1)', '(Norway,1)', '(Switzerland,1)', '(France,2)']"
"B.1.289","['(Togo,1)', '(India,1)', '(USA,323)']"
"B.1.291","['(Australia,1)', '(Costa Rica,49)', '(USA,2)']"
"B.1.292","['(USA,1)', '(Gambia,15)']"
"B.1.293","['(Belgium,1)', '(Canada,1)', '(USA,59)', '(New Zealand,2)', '(United Kingdom,5)', '(Germany,1)']"
"B.1.294","['(USA,31)']"
"B.1.298","['(Japan,19)', '(Australia,1)', '(USA,350)', '(Peru,1)', '(Canada,2)', '(Norway,1)']"
"B.13","['(USA,21)']"
"B.1.3","['(Canada,3)', '(USA,326)']"
"B.1.301","['(Ethiopia,1)', '(USA,173)']"
"B.1.302","['(USA,61)', '(India,1)', '(El Salvador,1)']"
"B.1.304","['(USA,43)']"
"B.1.305","['(Latvia,1)', '(India,1)', '(USA,411)', '(Canada,1)', '(Turkey,1)', '(Spain,1)']"
"B.1.306","['(USA,139)']"
"B.1.308","['(Canada,1)', '(Ecuador,1)', '(USA,27)']"
"B.1.309","['(United Kingdom,2)', '(USA,27)']"
"B.1.310","['(Israel,1)', '(USA,1)', '(Netherlands,19)']"
"B.1.311","['(India,38)', '(Jordan,1)', '(Spain,1)', '(Italy,1)', '(Philippines,2)', '(Australia,1)', '(Uganda,1)', '(USA,2869)', '(Iceland,1)', '(Japan,2)', '(Israel,1)', '(Guam,1)', '(Sweden,7)', '(Canada,31)']"
"B.1.313","['(Australia,2)', '(USA,136)', '(Turkey,1)']"
"B.1.314","['(Colombia,1)', '(Australia,2)', '(Iceland,3)', '(Brazil,1)', '(Canada,13)', '(Singapore,1)', '(New Zealand,3)', '(USA,127)']"
"B.1.315","['(USA,59)']"
"B.1.316","['(Canada,7)']"
"B.1.318","['(USA,25)']"
"B.1.319","['(USA,198)', '(Australia,77)', '(Jordan,1)', '(Mexico,1)', '(United Kingdom,1)', '(Canada,7)']"
"B.1.320","['(New Zealand,1)', '(USA,671)', '(Australia,6)', '(Russia,5)', '(Taiwan,2)', '(Mexico,4)', '(Norway,4)', '(Canada,4)']"
