"lineage","country_count"
"B.1.76","['(United Kingdom,78)', '(South Africa,1)', '(Italy,1)', '(USA,1)']"
"B.1.77","['(United Kingdom,22)']"
"B.1.78","['(Netherlands,76)', '(Germany,1)', '(United Kingdom,2)']"
"B.18","['(United Kingdom,20)', '(USA,1)', '(Iceland,3)']"
"B.1.8","['(Canada,1)', '(Peru,1)', '(South Africa,32)', '(Togo,1)', '(Thailand,3)', '(Argentina,1)', '(Austria,18)', '(Czech Republic,1)', '(Australia,4)', '(Japan,1)', '(Iceland,10)', '(Italy,1)', '(Croatia,1)', '(Norway,1)', '(Nigeria,2)', '(Netherlands,454)', '(Israel,1)', '(New Zealand,6)', '(United Kingdom,6)', '(Hungary,3)', '(Portugal,4)', '(Ireland,6)', '(Taiwan,1)', '(Denmark,9)', '(USA,46)', '(Finland,1)', '(Belgium,4)', '(Colombia,1)', '(Latvia,1)', '(Switzerland,11)', '(Germany,42)']"
"B.1.81","['(Germany,2)', '(USA,2)', '(United Kingdom,34)']"
"B.1.83","['(Belgium,59)', '(France,1)', '(Japan,1)', '(India,1)', '(USA,1)', '(Australia,1)', '(Canada,1)']"
"B.1.84","['(Zambia,2)', '(France,1)', '(Democratic Republic of the Congo,33)']"
"B.1.88.1","['(Sweden,6)', '(Switzerland,1)', '(Poland,6)', '(Denmark,162)', '(Bulgaria,6)', '(Rwanda,1)', '(United Kingdom,8)', '(Germany,5)', '(USA,4)', '(Iceland,1)']"
"B.19","['(Italy,1)', '(USA,26)']"
"B.1.9","['(Germany,15)', '(Netherlands,35)', '(Democratic Republic of the Congo,1)', '(Brazil,1)', '(Ecuador,1)', '(Afghanistan,2)', '(Palestine,2)', '(Norway,1)', '(United Arab Emirates,1)', '(Russia,1)', '(Switzerland,1)', '(China,1)', '(USA,6)', '(United Kingdom,9)', '(Tunisia,2)', '(Latvia,1)', '(Saudi Arabia,2)', '(Turkey,50)', '(Togo,1)', '(Belgium,25)', '(Canada,1)', '(Israel,1)']"
"B.1.91","['(Italy,14)', '(Austria,1)', '(Canada,235)', '(Poland,2)', '(Netherlands,14)', '(Portugal,288)', '(Estonia,1)', '(Brazil,23)', '(USA,7)', '(New Zealand,30)', '(India,1)', '(Switzerland,9)', '(Slovenia,2)', '(United Kingdom,60)', '(Paraguay,1)', '(France,1)', '(Iceland,7)', '(Australia,1)', '(Georgia,1)']"
"B.1.9.1","['(United Kingdom,30)']"
"B.1.9.2","['(USA,10)']"
"B.1.93","['(Switzerland,42)', '(Austria,1)', '(Croatia,1)', '(Taiwan,1)', '(Singapore,1)', '(Canada,3)', '(France,12)', '(Denmark,3)', '(USA,6)', '(Iceland,6)', '(Luxembourg,2)', '(United Kingdom,939)', '(Spain,4)', '(Ireland,26)']"
"B.1.9.3","['(Belgium,26)']"
"B.1.94","['(Switzerland,1)', '(Mexico,1)', '(France,4)', '(India,2)', '(USA,6)', '(Luxembourg,18)', '(Italy,1)', '(United Arab Emirates,1)']"
"B.1.9.4","['(Switzerland,6)', '(Austria,1)', '(Germany,136)', '(Norway,3)', '(United Kingdom,3)', '(Denmark,5)', '(Israel,1)', '(North Macedonia,1)', '(Turkey,2)', '(Finland,1)']"
"B.1.9.5","['(Turkey,45)', '(USA,3)', '(Norway,3)', '(India,3)', '(Spain,1)', '(Israel,4)', '(France,5)', '(Austria,1)', '(Australia,5)', '(United Kingdom,14)', '(Sweden,5)', '(North Macedonia,4)', '(Latvia,1)', '(Netherlands,6)', '(Argentina,1)', '(Switzerland,15)', '(Iran,2)', '(Germany,19)', '(Denmark,12)', '(Greece,1)', '(Canada,5)', '(Philippines,1)', '(Indonesia,1)', '(Democratic Republic of the Congo,5)']"
"B.1.96","['(Netherlands,54)']"
"B.1.97","['(United Kingdom,39)']"
"B.20","['(USA,43)']"
"B.23","['(Brazil,1)', '(Canada,1)', '(Singapore,1)', '(Qatar,1)', '(USA,9)', '(New Zealand,2)', '(Portugal,8)', '(United Kingdom,283)', '(Iceland,23)']"
"B.26","['(United Kingdom,62)', '(Australia,1)', '(Iceland,1)']"
"B.27","['(Curacao,5)', '(Canada,1)', '(USA,1)', '(Switzerland,1)', '(United Kingdom,55)']"
"B.28","['(Canada,8)', '(Vietnam,1)', '(Malaysia,1)', '(Greece,2)', '(Finland,1)', '(China,3)', '(Thailand,1)', '(Switzerland,1)', '(Spain,1)', '(United Kingdom,226)', '(Austria,2)', '(Italy,4)', '(New Zealand,3)', '(Singapore,1)', '(Jordan,6)', '(Hong Kong,1)', '(Netherlands,1)', '(Australia,19)', '(Qatar,3)', '(South Korea,1)', '(Norway,2)', '(Iceland,1)', '(Denmark,3)', '(Russia,1)', '(France,2)', '(Germany,9)', '(USA,16)', '(Ireland,3)']"
"B.29","['(Hong Kong,1)', '(Colombia,2)', '(Chile,1)', '(Slovenia,2)', '(Portugal,1)', '(Australia,45)', '(Singapore,2)', '(New Zealand,8)', '(USA,4)', '(Belgium,1)', '(United Kingdom,187)', '(Netherlands,1)', '(Ireland,6)', '(Spain,8)', '(Austria,1)', '(India,2)']"
"B.3","['(Israel,4)', '(Denmark,35)', '(Malaysia,1)', '(Slovakia,6)', '(USA,30)', '(Senegal,1)', '(Croatia,1)', '(Brazil,2)', '(New Zealand,16)', '(Finland,6)', '(Canada,21)', '(United Kingdom,569)', '(Hong Kong,28)', '(Australia,37)', '(South Africa,1)', '(Poland,1)', '(Hungary,1)', '(Switzerland,4)', '(Greece,2)', '(Belgium,40)', '(Sweden,12)', '(Luxembourg,3)', '(Japan,3)', '(Taiwan,1)', '(Singapore,6)', '(Germany,202)', '(France,3)', '(Czech Republic,2)', '(Vietnam,1)', '(Peru,2)', '(Netherlands,36)', '(Latvia,2)', '(Austria,20)', '(Thailand,2)', '(Iceland,44)', '(Portugal,6)', '(Norway,2)', '(Bulgaria,1)', '(Ireland,9)']"
"B.30","['(Canada,1)', '(USA,51)']"
"B.31","['(Iceland,1)', '(Moldova,1)', '(Chile,3)', '(Taiwan,1)', '(Bahrain,1)', '(Denmark,1)', '(Canada,1)', '(Uruguay,1)', '(Spain,2)', '(Somalia,2)', '(South Korea,1)', '(United Kingdom,156)', '(Finland,2)', '(New Zealand,47)', '(Uganda,3)', '(USA,3)', '(Lithuania,1)', '(Norway,1)', '(Australia,30)']"
"B.3.1","['(China,1)', '(USA,2)', '(United Kingdom,594)', '(Canada,1)', '(Germany,1)', '(Vietnam,3)']"
"B.32","['(France,1)', '(Canada,1)', '(United Kingdom,35)']"
"B.33","['(United Kingdom,47)']"
"B.34","['(Canada,1)', '(United Kingdom,71)']"
"B.35","['(France,2)', '(Greece,1)', '(USA,5)', '(Iceland,14)', '(Canada,1)', '(Australia,8)', '(Palestine,1)', '(United Kingdom,75)', '(Jordan,3)', '(Japan,1)', '(Timor-Leste,2)', '(Singapore,3)', '(Ireland,1)', '(Portugal,1)', '(New Zealand,2)']"
"B.36","['(Taiwan,1)', '(Israel,9)', '(Qatar,3)']"
"B.37","['(USA,28)', '(Australia,2)', '(United Kingdom,3)']"
"B.38","['(France,1)', '(Democratic Republic of the Congo,1)', '(Japan,1)', '(Portugal,1)', '(Belgium,32)', '(Netherlands,1)']"
"B.39","['(Canada,12)', '(Singapore,4)', '(Poland,1)', '(Hong Kong,1)', '(Australia,12)', '(Zimbabwe,1)', '(Iceland,5)', '(Israel,1)', '(Taiwan,1)', '(France,3)', '(Brazil,9)', '(Luxembourg,1)', '(Switzerland,2)', '(USA,14)', '(Ireland,4)', '(United Kingdom,327)', '(Belgium,3)', '(Netherlands,1)', '(Germany,1)', '(South Africa,2)', '(New Zealand,4)']"
"B.4","['(Qatar,1)', '(Norway,1)', '(Hong Kong,7)', '(New Zealand,3)', '(Belarus,2)', '(Croatia,1)', '(Switzerland,2)', '(Lebanon,2)', '(Taiwan,13)', '(Brazil,2)', '(Turkey,28)', '(Tunisia,3)', '(United Arab Emirates,7)', '(South Korea,2)', '(Germany,20)', '(India,39)', '(Oman,5)', '(Austria,2)', '(Hungary,1)', '(Georgia,3)', '(Bahrain,6)', '(Iran,32)', '(Sri Lanka,2)', '(USA,27)', '(Sweden,9)', '(Netherlands,5)', '(Russia,1)', '(Denmark,2)', '(Kenya,3)', '(Thailand,5)', '(Singapore,1)', '(Israel,1)', '(Pakistan,1)', '(Armenia,2)', '(Kuwait,4)', '(Iraq,1)', '(United Kingdom,57)', '(China,20)', '(Australia,44)', '(Canada,40)']"
"B.40","['(Nigeria,10)', '(China,3)', '(Democratic Republic of the Congo,2)', '(Kenya,3)', '(Portugal,47)', '(Iceland,39)', '(Panama,1)', '(Chile,1)', '(Czech Republic,4)', '(United Kingdom,2194)', '(Belgium,5)', '(Slovakia,1)', '(South Korea,12)', '(Greece,12)', '(Italy,1)', '(Ireland,58)', '(Japan,3)', '(Netherlands,7)', '(Vietnam,1)', '(Germany,24)', '(Canada,53)', '(Thailand,3)', '(Taiwan,4)', '(Singapore,5)', '(Qatar,69)', '(Jamaica,3)', '(Argentina,1)', '(Brazil,3)', '(Aruba,2)', '(Sweden,1)', '(South Africa,2)', '(Austria,3)', '(Israel,3)', '(Switzerland,7)', '(Mongolia,1)', '(Spain,4)', '(France,16)', '(Ghana,1)', '(USA,129)', '(India,4)', '(New Zealand,14)', '(Jordan,1)', '(Bangladesh,1)', '(Poland,13)', '(Finland,3)', '(Australia,66)']"
"B.41","['(United Kingdom,2)', '(USA,2)', '(South Korea,115)']"
"B.4.1","['(Kazakhstan,27)']"
"B.42","['(Japan,2)', '(Hong Kong,19)']"
"B.4.2","['(United Arab Emirates,1)', '(Bahrain,14)']"
"B.43","['(Canada,1)', '(Hong Kong,44)']"
"B.44","['(Portugal,10)']"
"B.4.4","['(Australia,11)', '(USA,34)', '(Canada,5)']"
"B.45","['(United Kingdom,261)']"
"B.4.5","['(Australia,83)']"
"B.46","['(USA,46)']"
"B.4.6","['(Germany,1)', '(United Arab Emirates,1)', '(Australia,48)']"
"B.47","['(United Kingdom,25)', '(Iceland,23)', '(China,1)']"
"B.4.7","['(USA,8)', '(India,45)', '(Sri Lanka,1)', '(Australia,5)', '(United Arab Emirates,30)', '(Democratic Republic of the Congo,1)', '(Bahrain,1)', '(Kenya,3)', '(United Kingdom,1)', '(Zambia,1)', '(Uganda,3)']"
"B.4.8","['(Australia,1)', '(Denmark,1)', '(United Kingdom,6)', '(Iran,3)', '(Canada,2)']"
"B.49","['(Denmark,20)', '(India,2)']"
"B.5","['(China,1)', '(Australia,2)', '(Japan,21)', '(USA,2)']"
"B.50","['(Germany,1)', '(Japan,1)', '(Indonesia,7)']"
"B.51","['(United Kingdom,1)', '(USA,21)']"
"B.52","['(United Kingdom,75)', '(Australia,7)', '(Czech Republic,1)', '(New Zealand,1)', '(South Africa,1)', '(Norway,1)']"
"B.53","['(Belgium,1)', '(Lithuania,62)', '(Australia,1)', '(India,1)', '(United Arab Emirates,20)']"
"B.55","['(Finland,2)', '(Sweden,1)', '(Canada,1)', '(Austria,2)', '(Taiwan,2)', '(Australia,2)', '(China,1)', '(Switzerland,2)', '(Denmark,1)', '(Portugal,3)', '(USA,4)', '(Curacao,1)', '(Netherlands,122)', '(United Kingdom,84)', '(Germany,7)', '(Ecuador,1)', '(Singapore,1)', '(Iceland,2)', '(New Zealand,3)', '(Norway,2)', '(Belgium,3)', '(Ireland,1)']"
"B.56","['(Indonesia,24)', '(Malaysia,1)', '(China,1)', '(Singapore,8)', '(United Arab Emirates,1)']"
"B.57","['(China,1)', '(United Kingdom,60)', '(USA,1)']"
"B.58","['(Iceland,7)', '(France,1)', '(United Kingdom,51)', '(USA,6)', '(Switzerland,2)', '(Greece,2)', '(Thailand,1)', '(Canada,18)', '(Portugal,1)', '(Netherlands,1)', '(Australia,6)']"
"B.59","['(Brazil,2)', '(United Kingdom,16)', '(Latvia,4)', '(Japan,4)', '(USA,25)', '(Netherlands,2)', '(Ireland,67)', '(Hungary,13)', '(Germany,3)', '(Portugal,3)', '(Spain,1)', '(Canada,1)', '(Chile,1)', '(Australia,5)', '(Greece,4)', '(Switzerland,2)', '(New Zealand,1)']"
"B.6","['(Slovenia,1)', '(Brazil,2)', '(Cambodia,7)', '(Kenya,1)', '(Pakistan,2)', '(Taiwan,8)', '(Turkey,1)', '(Australia,77)', '(South Africa,4)', '(New Zealand,6)', '(Guam,4)', '(China,3)', '(Timor-Leste,16)', '(Switzerland,1)', '(Singapore,35)', '(Hong Kong,5)', '(Sierra Leone,1)', '(South Korea,4)', '(France,3)', '(Papua New Guinea,8)', '(Germany,2)', '(Saudi Arabia,2)', '(USA,52)', '(Brunei,3)', '(Indonesia,16)', '(Myanmar,5)', '(Thailand,16)', '(Japan,31)', '(Malaysia,48)', '(Philippines,55)', '(Jamaica,1)', '(Portugal,2)', '(Israel,6)', '(Zambia,10)', '(United Kingdom,11)', '(Madagascar,2)', '(Canada,24)', '(Senegal,1)', '(Oman,4)', '(India,537)', '(Gambia,1)']"
"B.61","['(Ireland,2)', '(Cambodia,1)', '(Vietnam,1)', '(Greece,2)', '(Brazil,1)', '(United Kingdom,120)', '(Iceland,2)', '(Australia,29)', '(Canada,2)', '(South Africa,1)', '(India,1)', '(Thailand,1)']"
"B.6.1","['(Malaysia,34)', '(Brunei,2)', '(India,2)']"
"B.6.2","['(Malaysia,16)']"
"B.6.3","['(USA,1)', '(Singapore,34)', '(India,1)', '(Canada,1)']"
"B.6.4","['(Singapore,22)']"
"B.6.5","['(Australia,11)']"
"B.6.6","['(Australia,7)', '(Cambodia,2)', '(Pakistan,1)', '(India,158)', '(Malaysia,11)', '(Singapore,859)']"
"B.6.7","['(India,20)', '(USA,62)', '(Ecuador,1)', '(Switzerland,1)', '(China,1)']"
"B.6.8","['(Australia,6)', '(Papua New Guinea,64)', '(New Zealand,1)']"
"C.1","['(USA,5)', '(Chile,1)', '(United Kingdom,1)', '(South Africa,334)', '(Italy,1)', '(Botswana,1)', '(Zambia,10)', '(Mozambique,2)', '(Zimbabwe,1)', '(Philippines,1)', '(Egypt,1)']"
"C.10","['(Poland,4)']"
"C.11","['(Germany,26)', '(Italy,4)', '(Kenya,2)', '(Austria,8)', '(USA,11)', '(New Zealand,1)', '(Netherlands,2)', '(Argentina,1)', '(Chile,85)', '(Denmark,1)', '(Democratic Republic of the Congo,1)', '(Cameroon,1)', '(United Kingdom,60)', '(Lithuania,1)', '(Peru,88)', '(Japan,2)', '(Portugal,1)', '(Belgium,1)', '(Slovakia,1)', '(Canada,3)', '(Cote d\'Ivoire,1)', '(Philippines,2)', '(Ecuador,4)', '(Togo,1)', '(Finland,1)', '(Aruba,1)', '(France,11)', '(Australia,1)', '(Switzerland,4)', '(South Africa,3)']"
"C.1.1","['(Mozambique,12)']"
"C.12","['(New Zealand,139)']"
"C.13","['(USA,4)', '(Japan,1)', '(Peru,28)']"
"C.14","['(Brazil,2)', '(Chile,1)', '(USA,2)', '(Peru,164)', '(Netherlands,1)', '(Colombia,1)', '(Japan,4)', '(Democratic Republic of the Congo,2)']"
"C.16","['(Norway,1)', '(United Kingdom,67)', '(South Africa,2)', '(Japan,1)', '(Democratic Republic of the Congo,4)', '(USA,102)', '(Israel,2)', '(Luxembourg,10)', '(Italy,2)', '(Turkey,1)', '(Spain,16)', '(Canada,6)', '(United Arab Emirates,1)', '(Netherlands,6)', '(Switzerland,69)', '(Croatia,2)', '(Slovenia,3)', '(North Macedonia,1)', '(Czech Republic,1)', '(Sweden,3)', '(Portugal,114)', '(Zambia,1)', '(Angola,103)', '(Austria,4)', '(Denmark,20)', '(Serbia,18)', '(Jordan,1)', '(Germany,36)', '(France,147)', '(Belgium,43)', '(Namibia,16)', '(Republic of the Congo,9)']"
"C.17","['(Egypt,11)', '(Germany,1)']"
"C.18","['(Spain,1)', '(Germany,1)', '(Denmark,1)', '(United Kingdom,1)', '(Sweden,1)', '(Hong Kong,2)', '(Italy,333)', '(Switzerland,12)']"
"C.19","['(Denmark,37)']"
"C.2","['(Denmark,4)', '(Zimbabwe,18)', '(South Africa,20)', '(United Kingdom,4)', '(Australia,3)']"
"C.20","['(Germany,1)', '(Denmark,1)', '(Switzerland,11)']"
"C.21","['(Spain,7)']"
"C.2.1","['(Aruba,90)', '(USA,16)', '(Netherlands,4)', '(Curacao,13)', '(Zimbabwe,1)']"
"C.22","['(Peru,3)', '(Argentina,11)']"
"C.23","['(Turkey,1)', '(USA,124)', '(Denmark,2)', '(Pakistan,5)', '(Peru,2)', '(Mexico,4)']"
"C.25","['(Peru,8)']"
"C.26","['(Chile,102)', '(Argentina,24)']"
"C.27","['(United Kingdom,54)']"
"C.28","['(USA,18)']"
"C.29","['(Denmark,1)', '(Brazil,1)', '(Chile,16)', '(USA,3)', '(Russia,1)']"
"C.3","['(United Kingdom,131)']"
"C.30","['(Switzerland,1)', '(Austria,2)', '(Ireland,1)', '(Italy,2)', '(Norway,1)', '(Germany,3)', '(United Kingdom,548)', '(Belgium,2)']"
"C.30.1","['(Denmark,142)']"
"C.31","['(Japan,1)', '(Canada,4)', '(USA,41)']"
"C.32","['(Peru,36)', '(Denmark,1)']"
"C.33","['(Japan,1)', '(Peru,10)', '(USA,1)']"
"C.34","['(Canada,17)']"
"C.35","['(Germany,219)', '(Australia,2)', '(Czech Republic,12)', '(Greece,80)', '(Slovenia,53)', '(Italy,10)', '(Norway,11)', '(USA,4)', '(Sweden,61)', '(Poland,2)', '(Belgium,27)', '(Spain,1)', '(Bulgaria,10)', '(Switzerland,133)', '(Austria,30)', '(Montenegro,8)', '(Denmark,125)', '(France,10)', '(North Macedonia,2)', '(United Arab Emirates,1)', '(Finland,9)', '(Croatia,11)', '(Luxembourg,23)', '(Slovakia,2)', '(Serbia,53)', '(Netherlands,4)', '(Russia,1)', '(Kosovo,5)', '(United Kingdom,192)', '(Bosnia and Herzegovina,3)', '(Iceland,3)', '(Hungary,2)']"
"C.36","['(Germany,225)', '(Greece,7)', '(Singapore,3)', '(Senegal,1)', '(Japan,6)', '(India,7)', '(Lithuania,13)', '(Cameroon,1)', '(United Arab Emirates,14)', '(Ghana,1)', '(Slovakia,2)', '(Thailand,1)', '(Colombia,1)', '(Luxembourg,7)', '(Belarus,1)', '(New Zealand,4)', '(Israel,5)', '(Ireland,15)', '(Slovenia,2)', '(Poland,6)', '(Turkey,12)', '(Jordan,1)', '(Latvia,3)', '(Australia,17)', '(Norway,23)', '(Egypt,367)', '(Italy,33)', '(Philippines,1)', '(Canada,22)', '(Paraguay,3)', '(Bangladesh,1)', '(Austria,18)', '(Portugal,8)', '(Denmark,83)', '(Czech Republic,11)', '(Spain,10)', '(Chile,2)', '(United Kingdom,210)', '(Belgium,15)', '(Sri Lanka,2)', '(South Korea,1)', '(Serbia,3)', '(Malaysia,3)', '(Sweden,19)', '(Qatar,2)', '(Romania,1)', '(USA,224)', '(France,35)', '(Malta,2)', '(Bahrain,1)', '(Indonesia,5)', '(Netherlands,8)', '(Switzerland,110)']"
"C.36.1","['(USA,3)', '(United Kingdom,1)', '(Canada,152)', '(Switzerland,8)', '(Egypt,5)', '(Spain,1)', '(Greece,1)']"
"C.36.2","['(Sweden,1)', '(Norway,2)', '(Germany,1)', '(Switzerland,24)']"
"C.37","['(Israel,24)', '(Switzerland,4)', '(Ecuador,19)', '(Australia,1)', '(USA,526)', '(France,5)', '(Colombia,12)', '(United Kingdom,5)', '(Portugal,1)', '(Germany,65)', '(Dominican Republic,1)', '(Chile,453)', '(Aruba,1)', '(Denmark,2)', '(Mexico,15)', '(Brazil,2)', '(Peru,53)', '(Turkey,1)', '(Italy,1)', '(Argentina,86)', '(Canada,1)', '(Spain,30)']"
"C.4","['(Turkey,2)', '(USA,1)', '(Peru,72)', '(Serbia,1)', '(Switzerland,1)']"
"C.5","['(Luxembourg,1)', '(Switzerland,10)']"
"C.6","['(Malawi,1)', '(Cameroon,1)', '(South Africa,4)']"
"C.7","['(Denmark,29)']"
"C.8","['(Canada,189)', '(USA,1)', '(Democratic Republic of the Congo,5)']"
"C.9","['(South Africa,31)', '(Ecuador,1)']"
"D.2","['(Australia,12738)', '(Germany,3)', '(Spain,1)', '(USA,4)', '(Mexico,1)', '(Latvia,1)', '(Bangladesh,1)']"
"D.3","['(Australia,155)']"
"D.4","['(Ireland,3)', '(United Kingdom,12)']"
"D.5","['(Sweden,106)', '(United Kingdom,2)', '(Bangladesh,2)', '(Canada,1)', '(Denmark,70)']"
"G.1","['(United Kingdom,24)']"
"K.1","['(South Korea,34)', '(Russia,1)']"
"K.2","['(Russia,23)', '(Japan,2)']"
"K.3","['(Norway,121)']"
"L.1","['(Canada,528)']"
"L.2","['(Belgium,3)', '(Germany,15)', '(Netherlands,65)']"
"L.3","['(Sweden,5)', '(Japan,1)', '(Burkina Faso,1)', '(United Kingdom,28)', '(USA,28)', '(Israel,2)', '(Belgium,6)', '(Luxembourg,3)', '(Nigeria,69)', '(Togo,1)', '(India,1)', '(Switzerland,28)', '(Norway,1)', '(Italy,1)', '(Cameroon,1)', '(France,11)', '(Argentina,4)', '(Finland,1)', '(Germany,35)', '(Canada,4)', '(Ghana,4)', '(Philippines,1)', '(Austria,1)', '(Singapore,4)']"
"L.4","['(USA,19)']"
"M.1","['(Israel,47)', '(Moldova,1)']"
"M.2","['(United Kingdom,1)', '(Switzerland,12)', '(Iceland,1)']"
"M.3","['(Russia,1)', '(United Kingdom,10)']"
"N.1","['(Brazil,2)', '(USA,37)']"
"N.10","['(Brazil,24)']"
"N.2","['(Spain,1)', '(Suriname,4)', '(United Kingdom,1)', '(Chile,1)', '(Iceland,1)', '(France,6)']"
"N.3","['(Chile,1)', '(Argentina,144)', '(Hong Kong,1)', '(Paraguay,1)']"
"N.4","['(Chile,207)', '(Canada,1)', '(Switzerland,1)', '(Peru,2)', '(Brazil,6)', '(New Zealand,1)', '(USA,1)']"
"N.5","['(USA,37)', '(Netherlands,2)', '(Italy,1)', '(United Kingdom,4)', '(Switzerland,1)', '(Argentina,316)', '(Chile,2)', '(Germany,3)', '(Spain,10)']"
"N.6","['(Chile,126)']"
"N.7","['(Uruguay,30)']"
"N.8","['(Kenya,18)', '(Argentina,1)']"
"N.9","['(India,3)', '(Germany,2)', '(Ireland,2)', '(Japan,2)', '(Brazil,105)', '(Chile,1)', '(USA,1)', '(Argentina,1)']"
"P.1","['(Argentina,237)', '(China,2)', '(Dominican Republic,2)', '(South Korea,4)', '(Bangladesh,1)', '(Peru,25)', '(Philippines,2)', '(Italy,218)', '(Germany,189)', '(French Guiana,117)', '(Mexico,174)', '(Denmark,15)', '(India,2)', '(Faroe Islands,1)', '(Paraguay,14)', '(Sweden,61)', '(Trinidad and Tobago,9)', '(Slovenia,2)', '(Suriname,8)', '(Brazil,6780)', '(USA,12602)', '(Singapore,6)', '(Switzerland,112)', '(Canada,2808)', '(Turkey,22)', '(Japan,100)', '(Costa Rica,23)', '(Netherlands,416)', '(Australia,6)', '(Ecuador,19)', '(Uruguay,57)', '(Spain,504)', '(Belgium,1027)', '(Lithuania,2)', '(Bolivia,8)', '(France,258)', '(Taiwan,4)', '(Romania,5)', '(Guyana,1)', '(Malta,21)', '(Aruba,40)', '(Luxembourg,47)', '(New Zealand,6)', '(Curacao,2)', '(Austria,3)', '(United Kingdom,137)', '(Israel,4)', '(Ireland,25)', '(Colombia,160)', '(Chile,480)', '(Poland,3)', '(Portugal,138)', '(Norway,4)', '(Jordan,5)']"
"P.1.1","['(Uruguay,1)', '(Argentina,1)', '(Turkey,1)', '(Colombia,4)', '(Canada,5)', '(Norway,1)', '(Mexico,3)', '(Romania,4)', '(Slovenia,1)', '(Belgium,104)', '(Brazil,16)', '(France,6)', '(Italy,875)', '(Germany,165)', '(Thailand,1)', '(Luxembourg,33)', '(United Kingdom,7)', '(Switzerland,7)', '(Denmark,6)', '(Poland,6)', '(Netherlands,2)', '(Malta,6)', '(Spain,4)', '(USA,379)']"
"P.1.2","['(Chile,1)', '(Portugal,3)', '(Paraguay,1)', '(Argentina,28)', '(Germany,1)', '(Belgium,5)', '(Spain,6)', '(Switzerland,2)', '(Brazil,222)', '(Uruguay,1)', '(Netherlands,27)', '(USA,665)', '(United Kingdom,1)', '(Aruba,1)', '(Australia,1)', '(Colombia,1)', '(France,6)']"
"P.2","['(Paraguay,16)', '(Argentina,72)', '(Sweden,18)', '(Canada,67)', '(Ireland,17)', '(New Zealand,1)', '(Germany,10)', '(USA,1238)', '(Reunion,1)', '(Spain,37)', '(Australia,4)', '(Malaysia,1)', '(Mexico,42)', '(Italy,5)', '(Norway,24)', '(Costa Rica,4)', '(Portugal,21)', '(Switzerland,24)', '(Denmark,21)', '(French Guiana,71)', '(Japan,5)', '(Sint Maarten,1)', '(United Kingdom,58)', '(India,11)', '(Singapore,1)', '(Luxembourg,3)', '(Georgia,1)', '(Belgium,2)', '(Croatia,1)', '(Brazil,1514)', '(Netherlands,28)', '(Chile,18)', '(Suriname,48)', '(Austria,1)', '(South Korea,1)', '(Czech Republic,4)', '(France,44)']"
"P.3","['(Japan,4)', '(Hong Kong,9)', '(USA,8)', '(Netherlands,6)', '(United Kingdom,7)', '(New Zealand,2)', '(South Korea,1)', '(Germany,9)', '(Norway,2)', '(Australia,2)', '(Philippines,142)', '(Singapore,2)']"
"R.1","['(Portugal,1)', '(India,2)', '(Japan,5814)', '(Finland,1)', '(United Arab Emirates,1)', '(Belgium,36)', '(Guinea,5)', '(Switzerland,3)', '(Trinidad and Tobago,34)', '(Germany,159)', '(Sweden,118)', '(Canada,55)', '(Croatia,2)', '(USA,2053)', '(Slovakia,1)', '(Aruba,1)', '(Turkey,8)', '(Sierra Leone,3)', '(Luxembourg,16)', '(United Kingdom,23)', '(France,12)', '(Spain,39)', '(China,1)', '(Netherlands,36)', '(Philippines,3)', '(Norway,1)', '(Ghana,6)', '(Italy,1)', '(Nigeria,1)', '(Austria,85)', '(Denmark,5)', '(Australia,3)', '(New Zealand,2)']"
"R.2","['(USA,64)']"
"S.1","['(Trinidad and Tobago,2)', '(United Kingdom,5)', '(Estonia,1)', '(Gabon,2)', '(USA,2)', '(Latvia,154)', '(Finland,14)', '(Ireland,1)']"
"U.1","['(United Kingdom,77)', '(Lithuania,1)']"
"U.2","['(Sweden,2)', '(Denmark,94)', '(Lithuania,17)']"
"U.3","['(Latvia,181)', '(United Kingdom,1)', '(Norway,26)']"
"V.1","['(Switzerland,1)', '(United Kingdom,29)', '(Ireland,15)']"
"V.2","['(Ireland,1)', '(United Kingdom,30)']"
"W.1","['(Japan,1)', '(Netherlands,2)', '(Spain,2)', '(Australia,1)', '(Luxembourg,2)', '(Cameroon,2)', '(Aruba,5)', '(Switzerland,2)', '(France,33)', '(Greece,1)', '(United Kingdom,2)', '(Portugal,4)', '(USA,40)']"
"W.2","['(Norway,1)', '(Netherlands,184)', '(Belgium,9)', '(Germany,2)', '(Luxembourg,1)']"
"W.3","['(Switzerland,1)', '(United Kingdom,179)', '(Spain,1)']"
"W.4","['(Switzerland,13)', '(United Kingdom,707)']"
"XA","['(United Kingdom,44)', '(Japan,2)']"
"Y.1","['(Portugal,64)', '(United Kingdom,4)', '(Netherlands,1)', '(Ireland,1)', '(Switzerland,6)', '(Luxembourg,1)']"
"Z.1","['(Denmark,6)', '(Spain,66)', '(Germany,7)', '(United Kingdom,383)', '(Ireland,2)', '(Gibraltar,1)', '(Netherlands,2)', '(Turkey,1)', '(Latvia,53)', '(Switzerland,4)', '(France,13)', '(USA,1)']"
